-6.350029945373535156e+00,-9.084992408752441406e+00
-6.321837425231933594e+00,-9.056427001953125000e+00
-6.293471813201904297e+00,-9.028277397155761719e+00
-6.264890670776367188e+00,-9.000087738037109375e+00
-6.236091136932373047e+00,-8.971858978271484375e+00
-6.204951763153076172e+00,-8.947427749633789062e+00
-6.173573970794677734e+00,-8.923004150390625000e+00
-6.156569957733154297e+00,-8.884171485900878906e+00
-6.139886379241943359e+00,-8.845062255859375000e+00
-6.123149394989013672e+00,-8.805841445922851562e+00
-6.091436386108398438e+00,-8.777914047241210938e+00
-6.083065032958984375e+00,-8.737339973449707031e+00
-6.068398952484130859e+00,-8.701576232910156250e+00
-6.053571224212646484e+00,-8.665785789489746094e+00
-6.030298709869384766e+00,-8.635757446289062500e+00
-6.022751808166503906e+00,-8.598304748535156250e+00
-5.998991489410400391e+00,-8.568381309509277344e+00
-6.001569271087646484e+00,-8.530539512634277344e+00
-5.987621784210205078e+00,-8.495137214660644531e+00
-5.979317665100097656e+00,-8.457839965820312500e+00
-5.964270114898681641e+00,-8.422008514404296875e+00
-5.948999881744384766e+00,-8.386152267456054688e+00
-5.936216354370117188e+00,-8.346596717834472656e+00
-5.923137664794921875e+00,-8.307016372680664062e+00
-5.906682491302490234e+00,-8.267791748046875000e+00
-5.889923095703125000e+00,-8.228556632995605469e+00
